ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source	final_rank_score	rank_percentile
WP_094187801.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.1	0.61875
WP_129215562.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	1.1000000000000001e-30	107.5	0.2	1.7e-30	106.8	0.2	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	657.5	0.625
WP_094187766.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	549.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	657.1	0.6275
WP_094187716.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.2e-30	106.0	0.1	5.1e-30	105.3	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	656.0	0.63125
WP_109182041.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.2e-30	106.0	0.1	5.1e-30	105.3	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	656.0	0.63125
WP_075239865.1	cytochrome-c peroxidase [Xanthomonas oryzae]	OTHER	0.555549	0.439837	0.003774	0.000302	0.000217	0.000322		100.0	254	0	0	1	254	1	254	0.0	525.0	CCP_MauG	PF03150.20	-	7e-37	127.9	0.0	9.1e-37	127.6	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Di-haem			xoo	652.9	0.635
WP_242505214.1	transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	293	0	0	1	293	1	293	0.0	600.0	DUF772	PF05598.17	-	4.7e-13	50.1	0.0	8.5e-13	49.2	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	650.1	0.6375
WP_282208841.1	DUF6708 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	279	0	0	1	279	1	279	0.0	575.0	DUF6708	PF20455.4	-	1e-20	75.0	1.5	1.4e-19	71.3	1.5	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Family			xoo	650.0	0.64
WP_099051291.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	6.6e-28	98.4	0.1	1e-27	97.8	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	648.4	0.6425
WP_370528307.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	249	0	0	1	249	1	249	0.0	514.0	DDE_Tnp_1	PF01609.28	-	7.0000000000000015e-31	108.1	0.1	9.2e-31	107.7	0.1	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	622.1	0.65
WP_094187737.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	251	0	0	1	251	1	251	0.0	520.0	DDE_Tnp_1	PF01609.28	-	5e-28	98.8	0.4	7.600000000000001e-28	98.2	0.3	1.4	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo	618.8	0.6525
WP_094187765.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	531.0	DUF4096	PF13340.12	-	3.7e-21	75.7	0.6	6.3e-21	75.0	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	606.7	0.6575
WP_094187724.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	531.0	DUF4096	PF13340.12	-	8e-21	74.7	0.8	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.7	0.66
WP_117231607.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	5e-21	75.3	0.6	8.9e-21	74.5	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.3	0.66375
WP_129215554.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	5e-21	75.3	0.6	8.9e-21	74.5	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.3	0.66375
WP_117231608.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.4e-21	75.0	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.0	0.67
WP_129215533.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	75.0	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.0	0.67
WP_129215544.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.2e-21	75.0	0.6	1.1e-20	74.2	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	605.0	0.67
WP_094187715.1	MULTISPECIES: IS5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.606	254	1	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_094187735.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_094187736.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_094187784.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_099051268.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_099051287.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_099051312.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	604.9	0.6825
WP_109181925.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.606	254	1	0	1	254	1	254	0.0	529.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	603.9	0.69375
WP_109181945.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	529.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo	603.9	0.69375
WP_027703650.1	Tox-REase-5 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	261	0	0	1	261	1	261	0.0	545.0	Tox-REase-5	PF15648.13	-	9.7e-14	52.3	0.1	1.8e-13	51.5	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Restriction			xoo	597.3	0.6975
WP_154215197.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	282	0	0	1	282	1	282	0.0	589.0																					xoo	589.0	0.7
WP_129215546.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	244	0	0	1	244	1	244	0.0	509.0	DDE_Tnp_1	PF01609.28	-	2.1e-19	70.7	0.9	1.5e-17	64.6	0.9	2.1	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	579.7	0.7025
WP_012444561.1	DnaB-like helicase C-terminal domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	231	0	0	1	231	1	231	4.47e-177	479.0	DnaB_C	PF03796.22	-	8.500000000000001e-28	98.0	0.0	1e-27	97.8	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DnaB-like			xoo	577.0	0.705
WP_041182236.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	281	0	0	1	281	1	281	0.0	565.0																					xoo	565.0	0.7075
WP_242505203.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	281	0	0	1	281	1	281	0.0	563.0																					xoo	563.0	0.71
WP_075239573.1	Imm52 family immunity protein [Xanthomonas oryzae]	OTHER	1.0	1.2e-05	0.0	0.0	0.0	0.0		100.0	248	0	0	1	248	1	248	0.0	513.0	Imm52	PF15579.11	-	1.2e-09	38.8	0.0	1.5e-06	28.6	0.0	2.1	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Immunity			xoo	551.8	0.7125
WP_075239572.1	Tox-REase-5 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	235	0	0	1	235	1	235	0.0	490.0	Tox-REase-5	PF15648.13	-	4.6e-16	59.8	1.3	4.1e-15	56.8	0.3	2.2	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Restriction			xoo	549.8	0.715
WP_033013299.1	Imm52 family immunity protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	252	0	0	1	252	1	252	0.0	519.0																					xoo	519.0	0.7275
WP_012444350.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.001021	0.271317	0.726698	0.000274	0.000536	0.000146	CS pos: 38-39. Pr: 0.7037	100.0	195	0	0	1	195	1	195	2.31e-149	406.0	DUF3304	PF11745.14	-	4.9e-32	110.8	0.0	7.1e-32	110.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Protein			xoo	516.8	0.73
WP_154215195.1	nucleic acid/nucleotide deaminase domain-containing protein [Xanthomonas oryzae]	OTHER	0.999608	0.000392	2.2e-05	1e-06	1e-06	3e-06		100.0	208	0	0	1	208	1	208	2.59e-159	432.0	XOO_2897-deam	PF14440.13	-	1.2e-22	80.5	0.0	1.8000000000000001e-22	79.9	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Xanthomonas			xoo	512.5	0.7325
WP_372469755.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999708	0.000287	4e-06	1e-06	0.0	1e-06		100.0	247	0	0	1	247	1	247	0.0	504.0																			possible_virulence	T3E_or_secreted_candidate	xoo	504.0	0.7425
WP_027704080.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	243	0	0	1	243	1	243	0.0	501.0																			possible_virulence	T3E_or_secreted_candidate	xoo	501.0	0.745
WP_033013546.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.997969	0.001982	1.3e-05	1.3e-05	5e-06	1e-05		100.0	245	0	0	1	245	1	245	0.0	500.0																			possible_virulence	T3E_or_secreted_candidate	xoo	500.0	0.7475
WP_370528275.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999948	8.7e-05	0.0	0.0	0.0	0.0		100.0	244	0	0	1	244	1	244	0.0	499.0																			possible_virulence	T3E_or_secreted_candidate	xoo	499.0	0.75
WP_129215581.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.003863	0.094658	0.901009	0.000394	7.8e-05	2.4e-05	CS pos: 35-36. Pr: 0.9939	100.0	198	0	0	1	198	1	198	9.1e-149	405.0	DUF3304	PF11745.14	-	7.900000000000002e-22	78.1	0.0	1.1e-21	77.7	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Protein			xoo	483.1	0.7625
WP_027704070.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999959	4.5e-05	0.0	0.0	0.0	0.0		100.0	235	0	0	1	235	1	235	6.86e-178	482.0																			possible_virulence	T3E_or_secreted_candidate	xoo	482.0	0.765
WP_242505200.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.000993	0.027284	0.971575	0.000135	3.4e-05	1e-05	CS pos: 33-34. Pr: 0.9938	100.0	196	0	0	1	196	1	196	6.86e-148	403.0	DUF3304	PF11745.14	-	1.7e-21	77.0	0.0	2.4e-21	76.6	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Protein			xoo	480.0	0.7675
WP_011257704.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	2e-06	0.0	0.0	0.0	0.0		100.0	158	0	0	1	158	1	158	4.01e-119	327.0	DDE_Tnp_1	PF01609.28	-	2.2000000000000002e-30	106.5	0.1	2.5e-30	106.3	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	433.5	0.7825
WP_372469676.1	DUF6714 family protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	195	0	0	1	195	1	195	1.1800000000000001e-143	392.0	DUF6714	PF20461.4	-	2.2e-06	28.3	0.1	4.1e-06	27.5	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Family			xoo	420.3	0.785
WP_027704110.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	169	0	0	1	169	1	169	1.2900000000000002e-123	339.0	DUF4123	PF13503.12	-	2.6e-22	79.9	2.4	3.8e-22	79.3	2.4	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo	418.9	0.7875
WP_027703834.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.724919	0.274382	0.000259	0.000206	0.000108	0.000111		100.0	204	0	0	1	204	1	204	3.68e-152	414.0																					xoo	414.0	0.79
WP_235428178.1	DUF4276 family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	182	0	0	1	182	1	182	2.78e-134	367.0	DUF4276	PF14103.12	-	1e-10	42.8	0.0	1.1e-10	42.6	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo	409.8	0.7925
WP_011260741.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	158	0	0	1	158	1	158	7.8e-116	318.0	DUF4123	PF13503.12	-	3.9e-22	79.3	2.7	4.7e-22	79.0	2.7	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo	397.3	0.7975
WP_129215653.1	filamentous hemagglutinin [Xanthomonas oryzae]	OTHER	1.0	2e-06	0.0	0.0	0.0	0.0		100.0	186	0	0	1	186	1	186	7.92e-142	387.0																					xoo	387.0	0.8
WP_011409406.1	MULTISPECIES: hypothetical protein [Xanthomonas]	SP	0.000374	0.998874	0.000205	0.000198	0.000169	0.000159	CS pos: 22-23. Pr: 0.9786	100.0	188	0	0	1	188	1	188	5.35e-141	385.0																					xoo	385.0	0.8025
WP_229001923.1	DUF4276 family protein [Xanthomonas oryzae]	OTHER	0.999996	2.1e-05	1e-06	0.0	0.0	0.0		100.0	169	0	0	1	169	1	169	2.1199999999999998e-126	346.0	DUF4276	PF14103.12	-	4.8e-09	37.3	0.0	1.1e-08	36.1	0.0	1.6	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo	383.3	0.805
WP_012444104.1	MULTISPECIES: contractile injection system protein, VgrG/Pvc8 family [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	143	0	0	1	143	1	143	6.269999999999999e-104	287.0	Phage_GPD	PF05954.18	-	7.6e-27	94.8	0.1	8.5e-27	94.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage			xoo	381.8	0.81
WP_011260742.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	144	0	0	1	144	1	144	1.19e-102	284.0	PAAR_motif	PF05488.19	-	2.1e-23	82.8	4.1	3.3e-23	82.2	4.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	366.8	0.815
WP_011259834.1	hypothetical protein [Xanthomonas oryzae]	SP	0.000256	0.999098	0.000182	0.000159	0.000156	0.000149	CS pos: 21-22. Pr: 0.9774	100.0	175	0	0	1	175	1	175	2.02e-131	359.0																					xoo	359.0	0.8175
WP_027704109.1	MULTISPECIES: PAAR domain-containing protein [Xanthomonas]	OTHER	1.0	6e-06	0.0	0.0	0.0	0.0		100.0	136	0	0	1	136	1	136	1.88e-98	273.0	PAAR_motif	PF05488.19	-	2.8000000000000003e-23	82.4	4.6	3.6e-23	82.1	4.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	355.4	0.8225
WP_340638649.1	DUF6714 family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	162	0	0	1	162	1	162	1.45e-117	323.0	DUF6714	PF20461.4	-	2.4e-06	28.2	0.8	2.9e-06	28.0	0.1	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Family			xoo	351.2	0.825
WP_011409668.1	MULTISPECIES: methyltransferase family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	153	0	0	1	153	1	153	1.02e-109	303.0	PEMT	PF04191.19	-	2e-12	48.1	0.1	3.5e-12	47.3	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phospholipid			xoo	351.1	0.8275
WP_075244499.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0.0	0.0	1.0	0.0	0.0	0.0	CS pos: 18-19. Pr: 0.9965	100.0	165	0	0	1	165	1	165	1.24e-120	331.0																					xoo	331.0	0.83
WP_011409407.1	MULTISPECIES: hypothetical protein [Xanthomonas]	LIPO	0.000744	0.427014	0.571516	0.00037	0.000189	0.000147	CS pos: 24-25. Pr: 0.5134	100.0	161	0	0	1	161	1	161	9.72e-119	326.0																					xoo	326.0	0.8325
WP_128415342.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0.0	1e-06	1.0	0.0	0.0	0.0	CS pos: 18-19. Pr: 0.9943	100.0	159	0	0	1	159	1	159	8.37e-118	323.0																					xoo	323.0	0.835
WP_230455573.1	transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	118	0	0	1	118	1	118	4.89e-88	245.0	DUF4096	PF13340.12	-	1.2e-20	74.2	1.8	1.6e-20	73.7	1.3	1.4	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Putative			xoo	319.2	0.8375
WP_011259865.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999975	6.3e-05	1e-06	0.0	0.0	0.0		100.0	150	0	0	1	150	1	150	3.98e-112	308.0																					xoo	308.0	0.84
WP_229002596.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	4e-06	0.0	0.0	0.0	0.0		100.0	143	0	0	1	143	1	143	9.93e-105	289.0																					xoo	289.0	0.84625
WP_011408538.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	143	0	0	1	143	1	143	2.59e-103	286.0																					xoo	286.0	0.85375
WP_129215654.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0.0	1e-06	1.0	0.0	0.0	0.0	CS pos: 19-20. Pr: 0.9964	100.0	137	0	0	1	137	1	137	1.4700000000000002e-103	286.0																					xoo	286.0	0.85375
WP_129215652.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0.0	1e-06	1.0	0.0	0.0	0.0	CS pos: 11-12. Pr: 0.9969	100.0	131	0	0	1	131	1	131	1.99e-98	272.0																					xoo	272.0	0.86625
WP_277984846.1	hypothetical protein [Xanthomonas oryzae]	SP	0.445553	0.553153	0.000593	0.000254	0.000218	0.000232	CS pos: 21-22. Pr: 0.4374	100.0	135	0	0	1	135	1	135	4.54e-98	272.0																					xoo	272.0	0.86625
WP_012444328.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	2.2e-05	0.0	0.0	0.0	0.0		100.0	86	0	0	1	86	1	86	6.62e-59	169.0	PAAR_motif	PF05488.19	-	1.3e-26	93.0	6.6	1.6e-26	92.8	6.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	262.0	0.875
WP_012444628.1	contractile injection system protein, VgrG/Pvc8 family [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	94	0	0	1	94	1	94	8.519999999999999e-68	192.0	Phage_GPD	PF05954.18	-	2.3e-18	67.0	0.1	2.7e-18	66.8	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage			xoo	259.0	0.8775
WP_011407513.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	129	0	0	1	129	1	129	2.38e-88	247.0																					xoo	247.0	0.8825
WP_082322912.1	transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	102	0	0	1	102	1	102	3.23e-73	206.0	DDE_Tnp_1_2	PF13586.13	-	1e-09	39.3	0.4	1.4e-09	38.9	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	245.3	0.885
WP_229002661.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	118	0	0	1	118	1	118	1.48e-87	244.0																					xoo	244.0	0.8875
WP_048485524.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999547	0.000486	3e-06	1e-06	0.0	1e-06		100.0	87	0	0	1	87	1	87	4.23e-60	172.0	PAAR_motif	PF05488.19	-	6.8e-19	68.4	3.4	7.8e-19	68.2	3.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	240.4	0.8925
WP_069960164.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999547	0.000486	3e-06	1e-06	0.0	1e-06		100.0	87	0	0	1	87	1	87	1.19e-59	171.0	PAAR_motif	PF05488.19	-	2.4e-18	66.6	3.3	2.8e-18	66.4	3.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	237.6	0.8975
WP_129215631.1	nucleic acid/nucleotide deaminase domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	86	0	0	1	86	1	86	6.6e-63	179.0	XOO_2897-deam	PF14440.13	-	1.1e-15	58.2	0.0	1.2e-15	58.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Xanthomonas			xoo	237.2	0.9
WP_012446470.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	1e-05	1e-06	0.0	0.0	0.0		100.0	113	0	0	1	113	1	113	1.43e-82	231.0																					xoo	231.0	0.90625
WP_011258065.1	MULTISPECIES: hypothetical protein [Xanthomonas]	OTHER	0.999838	0.000186	1e-06	1e-06	0.0	2e-06		100.0	112	0	0	1	112	1	112	1.28e-81	228.0																					xoo	228.0	0.9125
WP_229002670.1	MULTISPECIES: PAAR domain-containing protein [Xanthomonas]	OTHER	0.999537	0.000464	1.9e-05	1e-06	0.0	1e-06		100.0	93	0	0	1	93	1	93	8.77e-67	189.0	PAAR_motif	PF05488.19	-	3.5e-06	27.6	1.1	3.7e-06	27.6	0.1	1.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	PAAR			xoo	216.6	0.915
WP_027703651.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	5e-06	0.0	0.0	0.0	0.0		100.0	110	0	0	1	110	1	110	2.29e-76	215.0																					xoo	215.0	0.9175
WP_230455427.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	96	0	0	1	96	1	96	4.8299999999999995e-68	193.0																					xoo	193.0	0.9325
